sno,state_name,active,cured,death,total,extract_date,positive,new_active,new_positive,new_cured,new_death,state_code,date
6,Chandigarh,284,555,13,852,2020-07-26 11:38,,,,,,,2020-07-26
6,Chandigarh,302,572,13,887,2020-07-27 10:20:57,,,,,,,2020-07-27
6,Chandigarh,321,575,14,910,2020-07-29 21:00:27,910.0,321.0,934.0,599.0,14.0,4.0,2020-07-29
6,Chandigarh,321,599,14,934,2020-07-30 18:00:13,934.0,353.0,978.0,611.0,14.0,4.0,2020-07-30
6,Chandigarh,353,611,14,978,2020-07-31 18:00:13,978.0,355.0,1016.0,647.0,14.0,4.0,2020-07-31
6,Chandigarh,355,647,14,1016,2020-08-01 18:00:13,1016.0,369.0,1051.0,667.0,15.0,4.0,2020-08-01
6,Chandigarh,369,667,15,1051,2020-08-02 18:00:12,1051.0,378.0,1079.0,683.0,18.0,4.0,2020-08-02
6,Chandigarh,378,683,18,1079,2020-08-03 18:00:13,1079.0,400.0,1117.0,698.0,19.0,4.0,2020-08-03
6,Chandigarh,400,698,19,1117,2020-08-04 18:00:12,1117.0,434.0,1159.0,706.0,19.0,4.0,2020-08-04
6,Chandigarh,434,706,19,1159,2020-08-05 18:00:13,1159.0,471.0,1206.0,715.0,20.0,4.0,2020-08-05
6,Chandigarh,471,715,20,1206,2020-08-06 18:00:12,1206.0,535.0,1270.0,715.0,20.0,4.0,2020-08-06
6,Chandigarh,535,715,20,1270,2020-08-07 18:00:12,1270.0,530.0,1327.0,777.0,20.0,4.0,2020-08-07
6,Chandigarh,530,777,20,1327,2020-08-08 20:00:24,1327.0,531.0,1374.0,820.0,23.0,4.0,2020-08-08
6,Chandigarh,531,820,23,1374,2020-08-09 20:00:13,1374.0,530.0,1426.0,872.0,24.0,4.0,2020-08-09
6,Chandigarh,530,872,24,1426,2020-08-10 20:00:25,1426.0,586.0,1515.0,904.0,25.0,4.0,2020-08-10
6,Chandigarh,586,904,25,1515,2020-08-11 20:00:31,1515.0,566.0,1595.0,1004.0,25.0,4.0,2020-08-11
6,Chandigarh,566,1004,25,1595,2020-08-12 20:00:44,1595.0,629.0,1670.0,1015.0,26.0,4.0,2020-08-12
6,Chandigarh,629,1015,26,1670,2020-08-13 20:00:14,1670.0,702.0,1751.0,1023.0,26.0,4.0,2020-08-13
6,Chandigarh,702,1023,26,1751,2020-08-14 20:00:29,1751.0,739.0,1842.0,1076.0,27.0,4.0,2020-08-14
6,Chandigarh,739,1076,27,1842,2020-08-15 20:00:16,1842.0,809.0,1928.0,1091.0,28.0,4.0,2020-08-15
6,Chandigarh,809,1091,28,1928,2020-08-16 20:00:14,1928.0,863.0,2009.0,1118.0,28.0,4.0,2020-08-16
6,Chandigarh,863,1118,28,2009,2020-08-17 20:00:14,2009.0,936.0,2102.0,1137.0,29.0,4.0,2020-08-17
6,Chandigarh,936,1137,29,2102,2020-08-18 20:00:15,2102.0,1003.0,2216.0,1183.0,30.0,4.0,2020-08-18
6,Chandigarh,1003,1183,30,2216,2020-08-19 20:00:17,2216.0,1032.0,2305.0,1243.0,30.0,4.0,2020-08-19
6,Chandigarh,1032,1243,30,2305,2020-08-20 20:00:15,2305.0,1014.0,2396.0,1351.0,31.0,4.0,2020-08-20
6,Chandigarh,1014,1351,31,2396,2020-08-21 20:00:16,2396.0,1094.0,2515.0,1390.0,31.0,4.0,2020-08-21
6,Chandigarh,1094,1390,31,2515,2020-08-22 20:00:33,2515.0,1172.0,2631.0,1426.0,33.0,4.0,2020-08-22
6,Chandigarh,1172,1426,33,2631,2020-08-23 20:00:14,2631.0,1272.0,2776.0,1471.0,33.0,4.0,2020-08-23
6,Chandigarh,1272,1471,33,2776,2020-08-24 20:00:13,2776.0,1389.0,2918.0,1492.0,37.0,4.0,2020-08-24
6,Chandigarh,1389,1492,37,2918,2020-08-25 20:00:14,2918.0,1352.0,3035.0,1646.0,37.0,4.0,2020-08-25
6,Chandigarh,1352,1646,37,3035,2020-08-26 20:00:13,3035.0,1456.0,3209.0,1713.0,40.0,4.0,2020-08-26
6,Chandigarh,1456,1713,40,3209,2020-08-27 20:00:47,3209.0,1539.0,3376.0,1796.0,41.0,4.0,2020-08-27
6,Chandigarh,1539,1796,41,3376,2020-08-28 20:00:36,3376.0,1544.0,3564.0,1977.0,43.0,4.0,2020-08-28
6,Chandigarh,1544,1977,43,3564,2020-08-29 20:00:18,3564.0,1572.0,3724.0,2107.0,45.0,4.0,2020-08-29
6,Chandigarh,1572,2107,45,3724,2020-08-30 20:00:18,3724.0,1692.0,3985.0,2248.0,45.0,4.0,2020-08-30
6,Chandigarh,1692,2248,45,3985,2020-08-31 20:00:14,3985.0,1807.0,4155.0,2296.0,52.0,4.0,2020-08-31
6,Chandigarh,1807,2296,52,4155,2020-09-01 20:00:13,4155.0,1859.0,4346.0,2431.0,56.0,4.0,2020-09-01
6,Chandigarh,1859,2431,56,4346,2020-09-02 20:00:13,4346.0,1942.0,4550.0,2551.0,57.0,4.0,2020-09-02
6,Chandigarh,1942,2551,57,4550,2020-09-03 20:00:13,4550.0,2060.0,4789.0,2670.0,59.0,4.0,2020-09-03
6,Chandigarh,2060,2670,59,4789,2020-09-04 20:00:13,4789.0,2119.0,5065.0,2883.0,63.0,4.0,2020-09-04
6,Chandigarh,2119,2883,63,5065,2020-09-05 16:00:13,5065.0,2095.0,5268.0,3105.0,68.0,4.0,2020-09-05
6,Chandigarh,2095,3105,68,5268,2020-09-06 20:00:14,5268.0,2143.0,5502.0,3290.0,69.0,4.0,2020-09-06
6,Chandigarh,2143,3290,69,5502,2020-09-07 20:00:13,5502.0,2253.0,5763.0,3439.0,71.0,4.0,2020-09-07
6,Chandigarh,2253,3439,71,5763,2020-09-08 20:00:13,5763.0,2187.0,5995.0,3734.0,74.0,4.0,2020-09-08
6,Chandigarh,2187,3734,74,5995,2020-09-09 20:00:17,5995.0,2334.0,6372.0,3960.0,78.0,4.0,2020-09-09
6,Chandigarh,2334,3960,78,6372,2020-09-10 20:00:14,6372.0,2484.0,6704.0,4140.0,80.0,4.0,2020-09-10
6,Chandigarh,2484,4140,80,6704,2020-09-11 20:00:34,6704.0,2573.0,6987.0,4331.0,83.0,4.0,2020-09-11
6,Chandigarh,2573,4331,83,6987,2020-09-12 20:00:55,6987.0,2606.0,7292.0,4600.0,86.0,4.0,2020-09-12
6,Chandigarh,2606,4600,86,7292,2020-09-13 20:00:16,7292.0,2586.0,7542.0,4864.0,92.0,4.0,2020-09-13
6,Chandigarh,2586,4864,92,7542,2020-09-14 20:00:15,7542.0,2728.0,7991.0,5170.0,93.0,4.0,2020-09-14
6,Chandigarh,2728,5170,93,7991,2020-09-15 20:00:18,7991.0,2847.0,8245.0,5300.0,98.0,4.0,2020-09-15
6,Chandigarh,2847,5300,98,8245,2020-09-16 16:00:15,8245.0,2991.0,8592.0,5502.0,99.0,4.0,2020-09-16
6,Chandigarh,2991,5502,99,8592,2020-09-17 20:00:32,8592.0,3171.0,8958.0,5683.0,104.0,4.0,2020-09-17
6,Chandigarh,3171,5683,104,8958,2020-09-18 20:00:13,8958.0,3085.0,9256.0,6062.0,109.0,4.0,2020-09-18
6,Chandigarh,3085,6062,109,9256,2020-09-19 20:00:14,9256.0,2978.0,9506.0,6415.0,113.0,4.0,2020-09-19
6,Chandigarh,2978,6415,113,9506,2020-09-20 20:00:32,9506.0,2911.0,9796.0,6766.0,119.0,4.0,2020-09-20
6,Chandigarh,2911,6766,119,9796,2020-09-21 20:00:13,9796.0,2821.0,10082.0,7138.0,123.0,4.0,2020-09-21
6,Chandigarh,2821,7138,123,10082,2020-09-22 20:00:17,10082.0,2761.0,10298.0,7411.0,126.0,4.0,2020-09-22
6,Chandigarh,2761,7411,126,10298,2020-09-23 20:00:35,10298.0,2622.0,10546.0,7794.0,130.0,4.0,2020-09-23
6,Chandigarh,2622,7794,130,10546,2020-09-24 20:00:13,10546.0,2537.0,10726.0,8049.0,140.0,4.0,2020-09-24
6,Chandigarh,2537,8049,140,10726,2020-09-25 20:00:13,10726.0,2482.0,10968.0,8342.0,144.0,4.0,2020-09-25
6,Chandigarh,2482,8342,144,10968,2020-09-26 20:00:34,10968.0,2390.0,11212.0,8677.0,145.0,4.0,2020-09-26
6,Chandigarh,2390,8677,145,11212,2020-09-27 20:00:34,11212.0,2298.0,11380.0,8937.0,145.0,4.0,2020-09-27
6,Chandigarh,2298,8937,145,11380,2020-09-28 20:00:13,11380.0,2303.0,11553.0,9103.0,147.0,4.0,2020-09-28
6,Chandigarh,2303,9103,147,11553,2020-09-29 20:00:13,11553.0,2200.0,11678.0,9325.0,153.0,4.0,2020-09-29
6,Chandigarh,2200,9325,153,11678,2020-09-30 20:00:18,11678.0,2060.0,11816.0,9598.0,158.0,4.0,2020-09-30
6,Chandigarh,2060,9598,158,11816,2020-10-01 20:00:13,11816.0,1963.0,11938.0,9813.0,162.0,4.0,2020-10-01
6,Chandigarh,1963,9813,162,11938,2020-10-02 20:00:13,11938.0,1884.0,12057.0,10009.0,164.0,4.0,2020-10-02
6,Chandigarh,1884,10009,164,12057,2020-10-03 20:00:13,12057.0,1881.0,12212.0,10162.0,169.0,4.0,2020-10-03
6,Chandigarh,1881,10162,169,12212,2020-10-04 20:00:19,12212.0,1792.0,12360.0,10396.0,172.0,4.0,2020-10-04
6,Chandigarh,1792,10396,172,12360,2020-10-05 20:00:54,12360.0,1673.0,12445.0,10598.0,174.0,4.0,2020-10-05
6,Chandigarh,1673,10598,174,12445,2020-10-06 20:00:49,12445.0,1604.0,12578.0,10797.0,177.0,4.0,2020-10-06
6,Chandigarh,1604,10797,177,12578,2020-10-07 20:00:13,12578.0,1492.0,12707.0,11035.0,180.0,4.0,2020-10-07
6,Chandigarh,1492,11035,180,12707,2020-10-08 20:00:57,12707.0,1448.0,12820.0,11190.0,182.0,4.0,2020-10-08
6,Chandigarh,1448,11190,182,12820,2020-10-09 20:00:49,12820.0,1392.0,12922.0,11344.0,186.0,4.0,2020-10-09
6,Chandigarh,1392,11344,186,12922,2020-10-10 20:00:13,12922.0,1292.0,12985.0,11505.0,188.0,4.0,2020-10-10
6,Chandigarh,1292,11505,188,12985,2020-10-11 20:00:18,12985.0,1229.0,13081.0,11662.0,190.0,4.0,2020-10-11
6,Chandigarh,1229,11662,190,13081,2020-10-12 20:00:42,13081.0,1184.0,13162.0,11787.0,191.0,4.0,2020-10-12
6,Chandigarh,1184,11787,191,13162,2020-10-13 20:00:19,13162.0,1170.0,13260.0,11898.0,192.0,4.0,2020-10-13
6,Chandigarh,1170,11898,192,13260,2020-10-14 12:00:13,13260.0,1127.0,13331.0,12007.0,197.0,4.0,2020-10-14
6,Chandigarh,1127,12007,197,13331,2020-10-15 20:00:21,13331.0,1085.0,13403.0,12119.0,199.0,4.0,2020-10-15
6,Chandigarh,1085,12119,199,13403,2020-10-16 20:00:17,13403.0,1044.0,13477.0,12232.0,201.0,4.0,2020-10-16
6,Chandigarh,1044,12232,201,13477,2020-10-17 20:00:14,13477.0,974.0,13532.0,12352.0,206.0,4.0,2020-10-17
6,Chandigarh,974,12352,206,13532,2020-10-18 16:00:18,13532.0,915.0,13582.0,12460.0,207.0,4.0,2020-10-18
6,Chandigarh,915,12460,207,13582,2020-10-19 20:00:22,13582.0,884.0,13646.0,12554.0,208.0,4.0,2020-10-19
6,Chandigarh,884,12554,208,13646,2020-10-20 20:00:19,13646.0,861.0,13686.0,12617.0,208.0,4.0,2020-10-20
6,Chandigarh,861,12617,208,13686,2020-10-21 20:00:18,13686.0,810.0,13743.0,12724.0,209.0,4.0,2020-10-21
6,Chandigarh,810,12724,209,13743,2020-10-22 20:00:13,13743.0,744.0,13795.0,12842.0,209.0,4.0,2020-10-22
6,Chandigarh,744,12842,209,13795,2020-10-23 20:00:34,13795.0,712.0,13848.0,12924.0,212.0,4.0,2020-10-23
6,Chandigarh,712,12924,212,13848,2020-10-24 20:00:13,13848.0,697.0,13920.0,13009.0,214.0,4.0,2020-10-24
6,Chandigarh,697,13009,214,13920,2020-10-25 20:00:13,13920.0,674.0,13977.0,13087.0,216.0,4.0,2020-10-25
6,Chandigarh,674,13087,216,13977,2020-10-26 20:00:13,13977.0,653.0,14038.0,13167.0,218.0,4.0,2020-10-26
6,Chandigarh,653,13167,218,14038,2020-10-27 20:00:13,14038.0,633.0,14085.0,13230.0,222.0,4.0,2020-10-27
6,Chandigarh,633,13230,222,14085,2020-10-28 20:00:18,14085.0,650.0,14152.0,13279.0,223.0,4.0,2020-10-28
6,Chandigarh,650,13279,223,14152,2020-10-29 20:00:17,14152.0,629.0,14212.0,13359.0,224.0,4.0,2020-10-29
6,Chandigarh,629,13359,224,14212,2020-10-30 20:00:18,14212.0,665.0,14292.0,13402.0,225.0,4.0,2020-10-30
6,Chandigarh,665,13402,225,14292,2020-10-31 20:00:13,14292.0,657.0,14351.0,13469.0,225.0,4.0,2020-10-31
6,Chandigarh,657,13469,225,14351,2020-11-01 20:00:17,14351.0,641.0,14418.0,13551.0,226.0,4.0,2020-11-01
6,Chandigarh,641,13551,226,14418,2020-11-02 20:00:18,14418.0,618.0,14476.0,13632.0,226.0,4.0,2020-11-02
6,Chandigarh,618,13632,226,14476,2020-11-03 20:00:17,14476.0,593.0,14528.0,13708.0,227.0,4.0,2020-11-03
6,Chandigarh,593,13708,227,14528,2020-11-04 20:00:17,14528.0,629.0,14608.0,13751.0,228.0,4.0,2020-11-04
6,Chandigarh,629,13751,228,14608,2020-11-05 20:00:12,14608.0,671.0,14702.0,13802.0,229.0,4.0,2020-11-05
6,Chandigarh,671,13802,229,14702,2020-11-06 20:00:16,14702.0,703.0,14794.0,13862.0,229.0,4.0,2020-11-06
6,Chandigarh,703,13862,229,14794,2020-11-07 20:00:13,14794.0,772.0,14927.0,13925.0,230.0,4.0,2020-11-07
6,Chandigarh,772,13925,230,14927,2020-11-08 20:00:17,14927.0,815.0,15025.0,13978.0,232.0,4.0,2020-11-08
6,Chandigarh,815,13978,232,15025,2020-11-09 20:00:19,15025.0,876.0,15134.0,14024.0,234.0,4.0,2020-11-09
6,Chandigarh,876,14024,234,15134,2020-11-10 20:00:17,15134.0,902.0,15249.0,14110.0,237.0,4.0,2020-11-10
6,Chandigarh,902,14110,237,15249,2020-11-11 20:00:13,15249.0,922.0,15339.0,14176.0,241.0,4.0,2020-11-11
6,Chandigarh,922,14176,241,15339,2020-11-12 20:00:13,15339.0,958.0,15434.0,14233.0,243.0,4.0,2020-11-12
6,Chandigarh,958,14233,243,15434,2020-11-13 20:00:17,15434.0,1002.0,15543.0,14297.0,244.0,4.0,2020-11-13
6,Chandigarh,1002,14297,244,15543,2020-11-14 20:00:13,15543.0,1009.0,15636.0,14381.0,246.0,4.0,2020-11-14
6,Chandigarh,1009,14381,246,15636,2020-11-15 20:00:17,15636.0,1009.0,15636.0,14381.0,246.0,4.0,2020-11-15
6,Chandigarh,1009,14381,246,15636,2020-11-16 20:00:13,15636.0,1088.0,15804.0,14468.0,248.0,4.0,2020-11-16
6,Chandigarh,1088,14468,248,15804,2020-11-17 20:00:14,15804.0,1052.0,15886.0,14584.0,250.0,4.0,2020-11-17
6,Chandigarh,1052,14584,250,15886,2020-11-18 20:00:17,15886.0,1026.0,16022.0,14744.0,252.0,4.0,2020-11-18
6,Chandigarh,1026,14744,252,16022,2020-11-19 20:00:17,16022.0,1081.0,16167.0,14833.0,253.0,4.0,2020-11-19
6,Chandigarh,1081,14833,253,16167,2020-11-20 20:00:17,16167.0,1105.0,16322.0,14963.0,254.0,4.0,2020-11-20
6,Chandigarh,1105,14963,254,16322,2020-11-21 20:00:18,16322.0,1121.0,16472.0,15096.0,255.0,4.0,2020-11-21
6,Chandigarh,1121,15096,255,16472,2020-11-22 20:00:13,16472.0,1135.0,16591.0,15198.0,258.0,4.0,2020-11-22
6,Chandigarh,1135,15198,258,16591,2020-11-23 20:00:13,16591.0,1094.0,16671.0,15317.0,260.0,4.0,2020-11-23
6,Chandigarh,1094,15317,260,16671,2020-11-24 20:00:17,16671.0,1117.0,16769.0,15389.0,263.0,4.0,2020-11-24
6,Chandigarh,1117,15389,263,16769,2020-11-25 20:00:18,16769.0,1128.0,16848.0,15455.0,265.0,4.0,2020-11-25
6,Chandigarh,1128,15455,265,16848,2020-11-26 20:00:17,16848.0,1127.0,16925.0,15532.0,266.0,4.0,2020-11-26
6,Chandigarh,1127,15532,266,16925,2020-11-27 20:00:13,16925.0,1169.0,17051.0,15612.0,270.0,4.0,2020-11-27
6,Chandigarh,1169,15612,270,17051,2020-11-28 20:00:16,17051.0,1190.0,17157.0,15697.0,270.0,4.0,2020-11-28
6,Chandigarh,1190,15697,270,17157,2020-11-29 20:00:16,17157.0,1115.0,17246.0,15857.0,274.0,4.0,2020-11-29
6,Chandigarh,1115,15857,274,17246,2020-11-30 20:00:17,17246.0,1140.0,17342.0,15926.0,276.0,4.0,2020-11-30
6,Chandigarh,1140,15926,276,17342,2020-12-01 20:00:13,17342.0,1062.0,17409.0,16070.0,277.0,4.0,2020-12-01
6,Chandigarh,1062,16070,277,17409,2020-12-02 20:00:13,17409.0,1086.0,17537.0,16173.0,278.0,4.0,2020-12-02
7,Chhattisgarh,1551,3658,24,5233,2020-07-19,,,,,,,2020-07-19
7,Chhattisgarh,1608,3775,24,5407,2020-07-20,,,,,,,2020-07-20
7,Chhattisgarh,1592,3944,25,5561,2020-07-21,,,,,,,2020-07-21
7,Chhattisgarh,1586,4114,29,5729,2020-07-22,,,,,,,2020-07-22
7,Chhattisgarh,1709,4230,29,5968,2020-07-23 10:49:43,,,,,,,2020-07-23
7,Chhattisgarh,1847,4377,30,6254,2020-07-24 15:21:33,,,,,,,2020-07-24
7,Chhattisgarh,2128,4567,36,6731,2020-07-25 20:49:42,,,,,,,2020-07-25
7,Chhattisgarh,2365,4683,39,7087,2020-07-26 11:38,,,,,,,2020-07-26
7,Chhattisgarh,2463,4944,43,7450,2020-07-27 10:20:57,,,,,,,2020-07-27
7,Chhattisgarh,2529,5172,44,7745,2020-07-29 21:00:27,7745.0,2772.0,8257.0,5439.0,46.0,22.0,2020-07-29
7,Chhattisgarh,2772,5439,46,8257,2020-07-30 18:00:13,8257.0,2855.0,8539.0,5636.0,48.0,22.0,2020-07-30
7,Chhattisgarh,2855,5636,48,8539,2020-07-31 18:00:13,8539.0,2789.0,8761.0,5921.0,51.0,22.0,2020-07-31
7,Chhattisgarh,2789,5921,51,8761,2020-08-01 18:00:13,8761.0,2803.0,9086.0,6230.0,53.0,22.0,2020-08-01
7,Chhattisgarh,2803,6230,53,9086,2020-08-02 18:00:12,9086.0,2720.0,9385.0,6610.0,55.0,22.0,2020-08-02
7,Chhattisgarh,2720,6610,55,9385,2020-08-03 18:00:13,9385.0,2482.0,9531.0,6991.0,58.0,22.0,2020-08-03
7,Chhattisgarh,2482,6991,58,9531,2020-08-04 18:00:12,9531.0,2462.0,9779.0,7256.0,61.0,22.0,2020-08-04
7,Chhattisgarh,2462,7256,61,9779,2020-08-05 18:00:13,9779.0,2520.0,10202.0,7613.0,69.0,22.0,2020-08-05
7,Chhattisgarh,2520,7613,69,10202,2020-08-06 18:00:12,10202.0,2465.0,10407.0,7871.0,71.0,22.0,2020-08-06
7,Chhattisgarh,2465,7871,71,10407,2020-08-07 18:00:12,10407.0,2767.0,10932.0,8088.0,77.0,22.0,2020-08-07
7,Chhattisgarh,2767,8088,77,10932,2020-08-08 20:00:24,10932.0,3002.0,11408.0,8319.0,87.0,22.0,2020-08-08
7,Chhattisgarh,3002,8319,87,11408,2020-08-09 20:00:13,11408.0,3072.0,11743.0,8582.0,89.0,22.0,2020-08-09
7,Chhattisgarh,3072,8582,89,11743,2020-08-10 20:00:25,11743.0,3243.0,12148.0,8809.0,96.0,22.0,2020-08-10
7,Chhattisgarh,3243,8809,96,12148,2020-08-11 20:00:31,12148.0,3336.0,12448.0,9013.0,99.0,22.0,2020-08-11
7,Chhattisgarh,3336,9013,99,12448,2020-08-12 20:00:44,12448.0,3586.0,12929.0,9239.0,104.0,22.0,2020-08-12
7,Chhattisgarh,3586,9239,104,12929,2020-08-13 20:00:14,12929.0,3881.0,13498.0,9508.0,109.0,22.0,2020-08-13
7,Chhattisgarh,3881,9508,109,13498,2020-08-14 20:00:29,13498.0,4165.0,13937.0,9658.0,114.0,22.0,2020-08-14
7,Chhattisgarh,4165,9658,114,13937,2020-08-15 20:00:16,13937.0,4494.0,14481.0,9857.0,130.0,22.0,2020-08-15
7,Chhattisgarh,4494,9857,130,14481,2020-08-16 20:00:14,14481.0,4807.0,14987.0,10046.0,134.0,22.0,2020-08-16
7,Chhattisgarh,4807,10046,134,14987,2020-08-17 20:00:14,14987.0,5095.0,15471.0,10235.0,141.0,22.0,2020-08-17
7,Chhattisgarh,5095,10235,141,15471,2020-08-18 20:00:15,15471.0,5277.0,16025.0,10598.0,150.0,22.0,2020-08-18
7,Chhattisgarh,5277,10598,150,16025,2020-08-19 20:00:17,16025.0,5828.0,16833.0,10847.0,158.0,22.0,2020-08-19
7,Chhattisgarh,5828,10847,158,16833,2020-08-20 20:00:15,16833.0,6139.0,17485.0,11185.0,161.0,22.0,2020-08-20
7,Chhattisgarh,6139,11185,161,17485,2020-08-21 20:00:16,17485.0,6594.0,18501.0,11739.0,168.0,22.0,2020-08-21
7,Chhattisgarh,6594,11739,168,18501,2020-08-22 20:00:33,18501.0,7308.0,19510.0,12022.0,180.0,22.0,2020-08-22
7,Chhattisgarh,7308,12022,180,19510,2020-08-23 20:00:14,19510.0,7495.0,20078.0,12394.0,189.0,22.0,2020-08-23
7,Chhattisgarh,7495,12394,189,20078,2020-08-24 20:00:13,20078.0,7790.0,20918.0,12931.0,197.0,22.0,2020-08-24
7,Chhattisgarh,7790,12931,197,20918,2020-08-25 20:00:14,20918.0,8424.0,22054.0,13424.0,206.0,22.0,2020-08-25
7,Chhattisgarh,8424,13424,206,22054,2020-08-26 20:00:13,22054.0,9388.0,23341.0,13732.0,221.0,22.0,2020-08-26
7,Chhattisgarh,9388,13732,221,23341,2020-08-27 20:00:47,23341.0,10174.0,24550.0,14145.0,231.0,22.0,2020-08-27
7,Chhattisgarh,10174,14145,231,24550,2020-08-28 20:00:36,24550.0,11136.0,25988.0,14607.0,245.0,22.0,2020-08-28
7,Chhattisgarh,11136,14607,245,25988,2020-08-29 20:00:18,25988.0,11873.0,27233.0,15109.0,251.0,22.0,2020-08-29
7,Chhattisgarh,11873,15109,251,27233,2020-08-30 20:00:18,27233.0,12666.0,28746.0,15818.0,262.0,22.0,2020-08-30
7,Chhattisgarh,12666,15818,262,28746,2020-08-31 20:00:14,28746.0,13520.0,30092.0,16303.0,269.0,22.0,2020-08-31
7,Chhattisgarh,13520,16303,269,30092,2020-09-01 20:00:13,30092.0,14237.0,31503.0,16989.0,277.0,22.0,2020-09-01
7,Chhattisgarh,14237,16989,277,31503,2020-09-02 20:00:13,31503.0,15533.0,33387.0,17567.0,287.0,22.0,2020-09-02
7,Chhattisgarh,15533,17567,287,33387,2020-09-03 20:00:13,33387.0,17164.0,35683.0,18220.0,299.0,22.0,2020-09-03
7,Chhattisgarh,17164,18220,299,35683,2020-09-04 20:00:13,35683.0,18702.0,37967.0,18950.0,315.0,22.0,2020-09-04
7,Chhattisgarh,18702,18950,315,37967,2020-09-05 16:00:13,37967.0,20672.0,40634.0,19625.0,337.0,22.0,2020-09-05
7,Chhattisgarh,20672,19625,337,40634,2020-09-06 20:00:14,40634.0,22320.0,43163.0,20487.0,356.0,22.0,2020-09-06
7,Chhattisgarh,22320,20487,356,43163,2020-09-07 20:00:13,43163.0,23685.0,45263.0,21198.0,380.0,22.0,2020-09-07
7,Chhattisgarh,23685,21198,380,45263,2020-09-08 20:00:13,45263.0,24708.0,47280.0,22177.0,395.0,22.0,2020-09-08
7,Chhattisgarh,24708,22177,395,47280,2020-09-09 20:00:17,47280.0,26915.0,50114.0,22792.0,407.0,22.0,2020-09-09
7,Chhattisgarh,26915,22792,407,50114,2020-09-10 20:00:14,50114.0,28041.0,52932.0,24414.0,477.0,22.0,2020-09-10
7,Chhattisgarh,28041,24414,477,52932,2020-09-11 20:00:34,52932.0,29332.0,55680.0,25855.0,493.0,22.0,2020-09-11
7,Chhattisgarh,29332,25855,493,55680,2020-09-12 20:00:55,55680.0,31001.0,58643.0,27123.0,519.0,22.0,2020-09-12
7,Chhattisgarh,31001,27123,519,58643,2020-09-13 20:00:16,58643.0,33246.0,61763.0,27978.0,539.0,22.0,2020-09-13
7,Chhattisgarh,33246,27978,539,61763,2020-09-14 20:00:15,61763.0,31505.0,63991.0,31931.0,555.0,22.0,2020-09-14
7,Chhattisgarh,31505,31931,555,63991,2020-09-15 20:00:18,63991.0,33645.0,67327.0,33109.0,573.0,22.0,2020-09-15
7,Chhattisgarh,33645,33109,573,67327,2020-09-16 16:00:15,67327.0,35909.0,70777.0,34279.0,589.0,22.0,2020-09-16
7,Chhattisgarh,35909,34279,589,70777,2020-09-17 20:00:32,70777.0,37470.0,73966.0,35885.0,611.0,22.0,2020-09-17
7,Chhattisgarh,37470,35885,611,73966,2020-09-18 20:00:13,73966.0,36036.0,77775.0,41111.0,628.0,22.0,2020-09-18
7,Chhattisgarh,36036,41111,628,77775,2020-09-19 20:00:14,77775.0,36580.0,81617.0,44392.0,645.0,22.0,2020-09-19
7,Chhattisgarh,36580,44392,645,81617,2020-09-20 20:00:32,81617.0,37489.0,84234.0,46081.0,664.0,22.0,2020-09-20
7,Chhattisgarh,37489,46081,664,84234,2020-09-21 20:00:13,84234.0,37853.0,86183.0,47653.0,677.0,22.0,2020-09-21
7,Chhattisgarh,37853,47653,677,86183,2020-09-22 20:00:17,86183.0,37927.0,88181.0,49564.0,690.0,22.0,2020-09-22
7,Chhattisgarh,37927,49564,690,88181,2020-09-23 20:00:35,88181.0,38198.0,90917.0,52001.0,718.0,22.0,2020-09-23
7,Chhattisgarh,38198,52001,718,90917,2020-09-24 20:00:13,90917.0,35850.0,93351.0,56773.0,728.0,22.0,2020-09-24
7,Chhattisgarh,35850,56773,728,93351,2020-09-25 20:00:13,93351.0,36038.0,95623.0,58833.0,752.0,22.0,2020-09-25
7,Chhattisgarh,36038,58833,752,95623,2020-09-26 20:00:34,95623.0,30928.0,98565.0,66860.0,777.0,22.0,2020-09-26
7,Chhattisgarh,30928,66860,777,98565,2020-09-27 20:00:34,98565.0,30689.0,102461.0,70955.0,817.0,22.0,2020-09-27
7,Chhattisgarh,30689,70955,817,102461,2020-09-28 20:00:13,102461.0,31661.0,104733.0,72224.0,848.0,22.0,2020-09-28
7,Chhattisgarh,31661,72224,848,104733,2020-09-29 20:00:13,104733.0,33044.0,108458.0,74537.0,877.0,22.0,2020-09-29
7,Chhattisgarh,33044,74537,877,108458,2020-09-30 20:00:18,108458.0,31225.0,110655.0,78514.0,916.0,22.0,2020-09-30
7,Chhattisgarh,31225,78514,916,110655,2020-10-01 20:00:13,110655.0,30927.0,113602.0,81718.0,957.0,22.0,2020-10-01
7,Chhattisgarh,30927,81718,957,113602,2020-10-02 20:00:13,113602.0,30468.0,116153.0,84699.0,986.0,22.0,2020-10-02
7,Chhattisgarh,30468,84699,986,116153,2020-10-03 20:00:13,116153.0,29693.0,118790.0,88095.0,1002.0,22.0,2020-10-03
7,Chhattisgarh,29693,88095,1002,118790,2020-10-04 20:00:19,118790.0,29292.0,121400.0,91077.0,1031.0,22.0,2020-10-04
7,Chhattisgarh,29292,91077,1031,121400,2020-10-05 20:00:54,121400.0,28548.0,123324.0,93731.0,1045.0,22.0,2020-10-05
7,Chhattisgarh,28548,93731,1045,123324,2020-10-06 20:00:49,123324.0,27857.0,126005.0,97067.0,1081.0,22.0,2020-10-06
